;text;label;category
2396;blow up the White House and conquer Rome and Spain;Loaded_Language;Manipulative_wording
2397;Wills’ naïve, inaccurate, misleadingly sunny view of the Qur’an;Doubt;Attack_on_reputation
2398;head-in-the-sand posture toward Qur’an-based Islamic jihad violence ;Loaded_Language;Manipulative_wording
2399;It isn’t remotely accurate, but it feels good, and for the Catholic and Leftist establishment today, that seems to be all that matters;Causal_Oversimplification;Simplification
2400;infidels;Name_Calling_Labeling;Attack_on_reputation
2401;Wills never mentions Qur’an 9:29, which commands Muslims to wage war against Jews and Christians and subjugate them as inferiors under the rule of Sharia;Doubt;Attack_on_reputation
2402;Wills doesn’t give any source for it;Doubt;Attack_on_reputation
2403;To eradicate these, Muslims are required to wage war until there exists none of it in the world, and the only religion is that of Allah;Causal_Oversimplification;Simplification
2404;if the Islamic holy book is really as peaceful and benign as Garry Wills makes it out to be, why do so very many Muslims worldwide misunderstand it;Doubt;Attack_on_reputation
2405;naïve, inaccurate, misleadingly sunny view ;Loaded_Language;Manipulative_wording
2406;nonsensical;Loaded_Language;Manipulative_wording
2407;anti-American;Repetition;Manipulative_wording
2408;if we do that, we won't have to worry about mass shooters;Black-and-White_Fallacy;
2409;`American`;Flag-Waving;Justification
2410;they are about as anti-American as it comes in their new demands for gun confiscation measures;Black-and-White_Fallacy;
2411;couldn't tell you any of these devices or items if they saw them;Doubt;Attack_on_reputation
2412;This has nothing to do with medicine or health;Black-and-White_Fallacy;
2413;Non-American;Repetition;Manipulative_wording
2414;a right, not a permission, to keep and bear arms;Black-and-White_Fallacy;
2415;carnage of gun violence;Loaded_Language;Manipulative_wording
2416;public health crisis;Loaded_Language;Manipulative_wording
2417;people are dying by the hundreds of thousands at the hands of drugs approved by the FDA, but I don't hear you guys calling to shut down the unconstitutional FDA or put Big Pharma out of business;Whataboutism;Distraction
2418;they don't want to bite the hand that feeds them;Causal_Oversimplification;Simplification
2419;anti-American;Flag-Waving;Justification
2420;law-abiding;Name_Calling_Labeling;Attack_on_reputation
2421;stupid;Loaded_Language;Manipulative_wording
2422;our;Flag-Waving;Justification
2423;Encourage;Repetition;Manipulative_wording
2424;our;Flag-Waving;Justification
2425;Where is Berg's blog post on that?;Doubt;Attack_on_reputation
2426;Where is the AMA statement against the pharmaceutical companies and big government?;Doubt;Attack_on_reputation
2427;everything they could ;Exaggeration_Minimisation;Manipulative_wording
2428;but British establishment politicians have done everything they could to sabotage that vote since then;Doubt;Attack_on_reputation
2429;if he can’t beat them, he’ll join them ;Thought-terminating_Cliches;
2430;stance of denial and appeasement ;Loaded_Language;Manipulative_wording
2431;the global jihad threat;Name_Calling_Labeling;Attack_on_reputation
2432;If dealing with Islamic fundamentalism becomes a battle between us and the entire religion, I’ll tell you the result: we’ll lose.	We will simply lose….We absolutely have to get that Muslim majority living in many of our towns and cities on our side, more attuned to Western values than some pretty hardline interpretations of the Qur’an;Appeal_to_fear-prejudice;Justification
2433;We will simply lose;Repetition;Manipulative_wording
2434;a battle between us and the entire religion;Exaggeration_Minimisation,Name_Calling_Labeling;Manipulative_wording_Attack_on_reputation
2435;a “battle between us and the entire religion;Exaggeration_Minimisation,Name_Calling_Labeling;Manipulative_wording_Attack_on_reputation
2436;No sane person is saying that the West should go to war with the entire Islamic world;Doubt;Attack_on_reputation
2437;with the entire Islamic world;Exaggeration_Minimisation;Manipulative_wording
2438;jihadis ;Name_Calling_Labeling;Attack_on_reputation
2439;the “moderates;Name_Calling_Labeling;Attack_on_reputation
2440;But if we don’t speak about such facts, how will we ever convince Muslims not to follow “hardline interpretations of the Qur’an;Appeal_to_fear-prejudice;Justification
2441;Another problem with Farage’s statement is that it manifests a remarkable ignorance of history.	While he is deeply concerned that British people not begin to think that resisting jihad terror means that they are in a “battle” with the “entire religion” of Islam, he appears unaware of the fact that many Muslims throughout history have considered their entire religion to be at war with the entire non-Muslim world;Doubt;Attack_on_reputation
2442;remarkable ignorance of history;Loaded_Language;Manipulative_wording
2443;jihad terror ;Name_Calling_Labeling;Attack_on_reputation
2444;a “battle” with the “entire religion;Exaggeration_Minimisation,Name_Calling_Labeling,Repetition;Manipulative_wording_Attack_on_reputation_Manipulative_wording
2445;entire religion to be at war with the entire non-Muslim world;Exaggeration_Minimisation;Manipulative_wording
2446;I document this abundantly in my new book The History of Jihad From Muhammad to ISIS ;Appeal_to_Authority;Justification
2447;innumerable examples;Exaggeration_Minimisation;Manipulative_wording
2448;Sharaf ad-Din Ali Yazdi, a fifteenth-century Persian who wrote a biography of the Mongol Muslim warrior Tamerlane, observed that “the Qur’an says the highest dignity man can attain is that of making war in person against the enemies of his religion;Appeal_to_Authority;Justification
2449;Muhammad advises the same thing, according to the tradition of the Muslim doctors;Appeal_to_Authority;Justification
2450;to exterminate the infidels;Loaded_Language;Manipulative_wording
2451;the infidels;Name_Calling_Labeling;Attack_on_reputation
2452;the People of the Book;Name_Calling_Labeling;Attack_on_reputation
2453;the infidels ;Name_Calling_Labeling;Attack_on_reputation
2454;and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation;Causal_Oversimplification;Simplification
2455;"Fatimid caliph Al-Amir bi-Ahkamillah issued this edict:	Now, the prior degradation of the infidels in this world before the life to come—where it is their lot—is considered an act of piety; and the imposition of their poll tax [jizya], “until they pay the tribute out of hand and have been humbled” (Koran 9:29) is a divinely ordained obligation….The dhimmi’s payment of his dues by a bill drawn on a Muslim, or by delegating a real believer to pay it in his name will not be tolerated.	It must be exacted from him directly in order to vilify and humiliate him, so that Islam and its people may be exalted and the race of infidels brought low.	The jizya is to be imposed on all of them in full, without exception";Appeal_to_Authority;Justification
2456;a real believer ;Name_Calling_Labeling;Attack_on_reputation
2457;vilify and humiliate ;Loaded_Language;Manipulative_wording
2458;exalted ;Loaded_Language;Manipulative_wording
2459;the race of infidels ;Name_Calling_Labeling;Attack_on_reputation
2460;infidels ;Repetition;Manipulative_wording
2461;"the Umayyad caliph Umar ibn Abd al-Aziz sent out a message to the governors of the various Islamic provinces:	O you who believe!	The non-Muslims are nothing but dirt.	Allah has created them to be partisans of Satan; most treacherous in regard to all they do; whose whole endeavor in this nether life is useless, though they themselves imagine that they are doing fine work.	Upon them rests the curse of Allah, of the Angels and of man collectively";Appeal_to_Authority;Justification
2462;The non-Muslims are nothing but dirt;Loaded_Language;Manipulative_wording
2463;"partisans of Satan; most treacherous in regard to all they do";Name_Calling_Labeling;Attack_on_reputation
2464;whose whole endeavor in this nether life is useless;Exaggeration_Minimisation;Manipulative_wording
2465;at war with the entire religion;Exaggeration_Minimisation;Manipulative_wording
2466;But what, Mr. Farage, are we to think about the Muslims who consider themselves and their religion to be at war with us;Whataboutism;Distraction
2467;just another mainstream hack politician;Name_Calling_Labeling;Attack_on_reputation
2468;Nigel Farage has become just another mainstream hack politician;Doubt;Attack_on_reputation
2469;The persecution of Julian Assange must end.	Or it will end in tragedy;Appeal_to_fear-prejudice;Justification
2470;remarkable Australian citizen ;Flag-Waving,Name_Calling_Labeling;Justification_Attack_on_reputation
2471;gross injustice;Loaded_Language;Manipulative_wording
2472;a tsunami of lies and smear engulf him, endlessly, vindictively, perfidiously;Loaded_Language;Manipulative_wording
2473;Vichy journalists ;Name_Calling_Labeling;Attack_on_reputation
2474;obliterate totally;Loaded_Language;Manipulative_wording
2475;murdered publicly and gruesomely ;Loaded_Language;Manipulative_wording
2476;to crush starving and stricken people in a genocidal assault ;Loaded_Language;Manipulative_wording
2477;a tool of Russian intelligence;Name_Calling_Labeling;Attack_on_reputation
2478;a nihilistic opportunist who does the bidding of a dictator;Name_Calling_Labeling;Attack_on_reputation
2479;a vicious re-tweet;Loaded_Language;Manipulative_wording
2480;Assange is Putin’s bitch;Name_Calling_Labeling;Attack_on_reputation
2481;a “damaged personality” and “callous;Name_Calling_Labeling;Attack_on_reputation
2482;bogus and farcical ;Loaded_Language;Manipulative_wording
2483;Screw the terrorist.	He’ll be eating cat food forever;Loaded_Language;Manipulative_wording
2484;the suburban home of America’s war-making elite ;Name_Calling_Labeling;Attack_on_reputation
2485;outrageous behaviour ;Loaded_Language;Manipulative_wording
2486;Like a spurned lover;Loaded_Language;Manipulative_wording
2487;a media witch-hunt ;Loaded_Language;Manipulative_wording
2488;The witch-hunt ;Loaded_Language;Manipulative_wording
2489;the terrorist;Name_Calling_Labeling;Attack_on_reputation
2490;Assange is in mortal danger;Exaggeration_Minimisation;Manipulative_wording
2491;They can remain silent, for which history will be unforgiving.	Or they can act in the interests of justice and humanity and bring this remarkable Australian citizen home;Appeal_to_fear-prejudice;Justification
2492;gross miscarriage of justice and the extreme danger that await him ;Exaggeration_Minimisation;Manipulative_wording
2493;a person of extraordinary resilience and courage;Name_Calling_Labeling;Attack_on_reputation
2494;a tsunami of lies and smear engulf him, endlessly;Exaggeration_Minimisation;Manipulative_wording
2495;smear ;Loaded_Language;Manipulative_wording
2496;a unrelenting assault ;Loaded_Language;Manipulative_wording
2497;they planned a war on a single human being and on the very principle of freedom of speech;Exaggeration_Minimisation;Manipulative_wording
2498;personal smear;Loaded_Language;Manipulative_wording
2499;Their shock troops ;Name_Calling_Labeling;Attack_on_reputation
2500;over whom she fawned ;Loaded_Language;Manipulative_wording
2501;the icon for your generation;Name_Calling_Labeling;Attack_on_reputation
2502;one of the instigators of the invasion and destruction of Libya as a modern state;Name_Calling_Labeling;Attack_on_reputation
2503;Like the invasion of Iraq, it was based on lies;Doubt;Attack_on_reputation
2504;whooping and cheering;Loaded_Language;Manipulative_wording
2505;a breeding ground for ISIS and other jihadists;Name_Calling_Labeling;Attack_on_reputation
2506;Thanks largely to her, Libya became a breeding ground for ISIS and other jihadists.	Thanks largely to her, tens of thousands of refugees fled in peril across the Mediterranean, and many drowned;Doubt;Attack_on_reputation
2507;the biggest arms sale ever ;Exaggeration_Minimisation;Manipulative_wording
2508;a highly paid reporter;Name_Calling_Labeling;Attack_on_reputation
2509;Clinton defamed Assange;Loaded_Language;Manipulative_wording
2510;an Australian citizen;Flag-Waving;Justification
2511;She offered no evidence — nor was asked for any — to back her grave allegations;Doubt;Attack_on_reputation
2512;grave allegations;Loaded_Language;Manipulative_wording
2513;shocking interview;Loaded_Language;Manipulative_wording
2514;We all know it;Exaggeration_Minimisation;Manipulative_wording
2515;Vichy journalism;Name_Calling_Labeling;Attack_on_reputation
2516;reputedly once a great liberal newspaper;Red_Herring;Distraction
2517;conducted a vendetta ;Loaded_Language;Manipulative_wording
2518;personal, petty, inhuman and craven attacks ;Loaded_Language;Manipulative_wording
2519;aimed its personal, petty, inhuman and craven attacks at a man whose work it once published and profited from;Whataboutism;Distraction
2520;one of the greatest journalistic scoops of the last 30 years;Exaggeration_Minimisation;Manipulative_wording
2521;struggled to survive;Loaded_Language;Manipulative_wording
2522;not a penny going to WikiLeaks;Exaggeration_Minimisation;Manipulative_wording
2523;gratuitously abused ;Loaded_Language;Manipulative_wording
2524;gloated on his blog ;Loaded_Language;Manipulative_wording
2525;trying to clamp down ;Loaded_Language;Manipulative_wording
2526;audaciously revealed ;Loaded_Language;Manipulative_wording
2527;with their attendant rape, murder and destruction;Loaded_Language;Manipulative_wording
2528;The authorities care so little about violence against women that they manipulate rape allegations at will;Causal_Oversimplification;Simplification
2529;extreme danger ;Exaggeration_Minimisation;Manipulative_wording
2530;a “Manhunt target list;Name_Calling_Labeling;Attack_on_reputation
2531;a nice bride in prison;Name_Calling_Labeling;Attack_on_reputation
2532;No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done in calling rapacious power to account;Exaggeration_Minimisation;Manipulative_wording
2533;a one-way moral screen has been pushed back to expose the imperialism of liberal democracies;Loaded_Language;Manipulative_wording
2534;division and degradation of “unworthy” lives;Loaded_Language;Manipulative_wording
2535;endless warfare ;Exaggeration_Minimisation;Manipulative_wording
2536;a vast tapestry of lies up on which we feed;Loaded_Language;Manipulative_wording
2537;systematic brutality, the widespread atrocities, the ruthless suppression of independent thought;Loaded_Language;Manipulative_wording
2538;the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought” of the Soviet Union were well known in the West while America’s imperial crimes “never happened ;Whataboutism;Distraction
2539;fraudulent wars ;Loaded_Language;Manipulative_wording
2540;bald-faced lies of governments ;Loaded_Language;Manipulative_wording
2541;an Australian citizen;Flag-Waving,Repetition;Justification_Manipulative_wording
2542;pioneering feminists;Name_Calling_Labeling;Attack_on_reputation
2543;warmongering, sycophantic, embarrassing speech ;Loaded_Language,Name_Calling_Labeling;Manipulative_wording_Attack_on_reputation
2544;until she was told she could not do this: that Assange had committed no crime: that WikiLeaks was a publisher, whose work was protected under Article 19 of the Universal Declaration of Human Rights, to which Australia was one of the original signatories;Doubt;Attack_on_reputation
2545;Malcolm Turnbull can remain silent.	Or he can seize this opportunity and use his government’s diplomatic influence to defend the life of an Australian citizen, whose courageous public service is recognised by countless people across the world;Appeal_to_fear-prejudice;Justification
2546;defend the life of an Australian citizen;Flag-Waving;Justification
2547;is recognised by countless people across the world;Exaggeration_Minimisation;Manipulative_wording
2548;gross miscarriage of justice ;Loaded_Language;Manipulative_wording
2549;after the Vichy government that served and enabled the German occupation of wartime France;Reductio_ad_hitlerum;
2550;bitch;Loaded_Language;Manipulative_wording
2551;hypocrisy;Loaded_Language;Manipulative_wording
2552;law-abiding citizens;Repetition;Manipulative_wording
2553;`Take the guns first and then due process`;Slogans;Call
2554;America’s;Flag-Waving;Justification
2555;unconstitutional and unlawful laws;Loaded_Language;Manipulative_wording
2556;#NeverAgain;Slogans;Call
2557;despite the fact that government has never been given authority to restrict or regulate arms;Black-and-White_Fallacy;
2558;aggressively;Loaded_Language;Manipulative_wording
2559;attacking the rights of the people;Black-and-White_Fallacy;
2560;geniuses;Name_Calling_Labeling;Attack_on_reputation
2561;We wouldn’t be doing our jobs as mayors if we weren’t focusing on gun violence;Black-and-White_Fallacy;
2562;gun violence crisis;Repetition;Manipulative_wording
2563;unlawful policies;Repetition;Manipulative_wording
2564;nothing could be further from the truth;Exaggeration_Minimisation;Manipulative_wording
2565;the Second Amendment recognizes the right to keep and bear arms is a right given to us by our Creator, not a permission we gain from government;Black-and-White_Fallacy;
2566;consistent;Repetition;Manipulative_wording
2567;consistent;Repetition;Manipulative_wording
2568;consistent;Repetition;Manipulative_wording
2569;And just what kind of policies are we talking about?;Doubt;Attack_on_reputation
2570;law-abiding citizens;Repetition;Manipulative_wording
2571;law-abiding citizens;Repetition;Manipulative_wording
2572;our;Flag-Waving;Justification
2573;our;Flag-Waving;Justification
2574;our;Flag-Waving;Justification
2575;extremely careless;Loaded_Language;Manipulative_wording
2576;Jim Comey and Jim Comey alone;Loaded_Language;Manipulative_wording
2577;Jim Comey and Jim Comey alone;Repetition;Manipulative_wording
2578;devastating;Loaded_Language;Manipulative_wording
2579;gross negligence;Loaded_Language;Manipulative_wording
2580;deep state plot;Loaded_Language;Manipulative_wording
2581;negligence;Repetition;Manipulative_wording
2582;the victim of a scurrilous slander campaign ;Loaded_Language;Manipulative_wording
2583;the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought;Loaded_Language;Manipulative_wording
2584;Long live the Fifth Estate;Slogans;Call
2585;after the Vichy government that served ad enabled the German occupation of France;Reductio_ad_hitlerum;
2586;ossified bureaucracies incapable of acting quickly and decisively;Doubt,Name_Calling_Labeling;Attack_on_reputation_Attack_on_reputation
2587;Fourth Estate on Life Support;Name_Calling_Labeling;Attack_on_reputation
2588;Fourth Estate now on life support;Name_Calling_Labeling;Attack_on_reputation
2589;Small wonder ;Loaded_Language;Manipulative_wording
2590;a show trial ;Name_Calling_Labeling;Attack_on_reputation
2591;generated worldwide condemnation;Exaggeration_Minimisation;Manipulative_wording
2592;a Church ;Repetition;Manipulative_wording
2593;unseemly sycophancy ;Loaded_Language;Manipulative_wording
2594;cooped up ;Loaded_Language;Manipulative_wording
2595;putting extraordinary pressure ;Exaggeration_Minimisation;Manipulative_wording
2596;All for spreading unwelcome truth around;Causal_Oversimplification;Simplification
2597;get their hands on him;Loaded_Language;Manipulative_wording
2598;unseemly sycophancy;Loaded_Language;Manipulative_wording
2599;the noble profession of journalism ;Name_Calling_Labeling;Attack_on_reputation
2600;deafening;Loaded_Language;Manipulative_wording
2601;Vichy journalists ;Name_Calling_Labeling;Attack_on_reputation
2602;No investigative journalism in my lifetime can equal the importance of what WikiLeaks has done ;Exaggeration_Minimisation;Manipulative_wording
2603;a one-way moral screen has been pushed back to expose the imperialism of liberal democracies;Loaded_Language;Manipulative_wording
2604;endless warfare ;Exaggeration_Minimisation;Manipulative_wording
2605;a vast tapestry of lies up on which we feed;Loaded_Language;Manipulative_wording
2606;why ‘the systematic brutality, the widespread atrocities, the ruthless suppression of independent thought’ of the Soviet Union were well known in the West while America’s imperial crimes “never happened ;Whataboutism;Distraction
2607;frustrated FBI investigators ;Name_Calling_Labeling;Attack_on_reputation
2608;something devastating ;Loaded_Language;Manipulative_wording
2609;a Fourth Estate more important far then they all;Exaggeration_Minimisation;Manipulative_wording
2610;Fourth Estate ;Repetition;Manipulative_wording
2611;the brutality of the celebrated “surge” in Iraq;Loaded_Language;Manipulative_wording
2612;far more a patriot ;Name_Calling_Labeling;Attack_on_reputation
2613;the “mainstream” journalist ;Name_Calling_Labeling;Attack_on_reputation
2614;one bad day in a surge that was filled with such days;Thought-terminating_Cliches;
2615;had the temerity to lavish praise ;Loaded_Language;Manipulative_wording
2616;patriotic truth-tellers ;Name_Calling_Labeling;Attack_on_reputation
2617;Do you want a Church that remains silent when she should speak … a Church that does not condemn the suppression of conscience and does not stand up for the just liberty of the people … a Church that locks herself up within the four walls of her temple in unseemly sycophancy ;Doubt;Attack_on_reputation
2618;Where is the voice of conscience to condemn what is happening to Julian Assange, whose only “crime” is publishing documents exposing the criminal activities and corruption of governments and other Establishment elites;Doubt;Attack_on_reputation
2619;One might ask, is “unseemly sycophancy” at work among the media;Doubt;Attack_on_reputation
2620;When he says that Muslims never killed Jews just for being Jews, he is lying, and relying on the historical ignorance of his audience;Doubt;Attack_on_reputation
2621;massacring Jews;Loaded_Language;Manipulative_wording
2622;a wholesale slaughter ;Loaded_Language;Manipulative_wording
2623;groaned under the heavy yoke of the Almohads;Loaded_Language;Manipulative_wording
2624;Don’t allow yourself to be deceived by the likes of Jihad Al-‘Ayesh.	Preorder The History of Jihad From Muhammad to ISIS;Appeal_to_Authority;Justification
2625;banished, tortured and annihilated ;Loaded_Language;Manipulative_wording
2626;to shed crocodile tears about their sorrows, their heresy, and their historical lies;Loaded_Language;Manipulative_wording
2627;It is said that they annihilated 50-100 hundred million, but nobody ever mentions this;Whataboutism;Distraction
2628;modern Western annihilation;Loaded_Language;Manipulative_wording
2629;annihilation ;Loaded_Language;Manipulative_wording
2630;In my new book The History of Jihad From Muhammad to ISIS , I detail many instances in which Muslims did exactly that;Appeal_to_Authority;Justification
2631;enraged by the humiliation ;Loaded_Language;Manipulative_wording
2632;The twelfth-century Muslim historian Ibn Baydhaq detailed how the Almohads treated the Jews as they advanced;Appeal_to_Authority;Justification
2633;clinging to their [Jewish] faith;Loaded_Language;Manipulative_wording
2634;began “tormenting ;Loaded_Language;Manipulative_wording
2635;the vogue today is ;Loaded_Language;Manipulative_wording
2636;The Jews claim that it happened to them alone and that the number of Jews who died in that Holocaust was six million.	What we have here are historical errors;Doubt;Attack_on_reputation
2637;historical lie;Repetition;Manipulative_wording
2638;claiming that it happened to the Jews alone excludes the non-Jews who were tortured by Hitler;Whataboutism;Distraction
2639;annihilation;Loaded_Language;Manipulative_wording
2640;annihilate;Loaded_Language;Manipulative_wording
2641;annihilated ;Loaded_Language,Repetition;Manipulative_wording_Manipulative_wording
2642;annihilated ;Loaded_Language;Manipulative_wording
2643;annihilate ;Loaded_Language;Manipulative_wording
2644;Inhuman and criminal annihilation ;Loaded_Language;Manipulative_wording
2645;Hitler was not the first in the West to perpetrate a genocide.	Inhuman and criminal annihilation runs in the veins of many in the West;Whataboutism;Distraction
2646;annihilated ;Loaded_Language;Manipulative_wording
2647;When the Americans occupied the republics of the Indians, they annihilated millions of human beings;Whataboutism;Distraction
2648;annihilated ;Loaded_Language;Manipulative_wording
2649;annihilation;Loaded_Language;Manipulative_wording
2650;annihilated;Loaded_Language;Manipulative_wording
2651;banished, tortured, and annihilated ;Loaded_Language;Manipulative_wording
2652;No, it never happened;Exaggeration_Minimisation;Manipulative_wording
2653;tormenting and persecuting them;Loaded_Language;Manipulative_wording
2654;Final Solution;Repetition;Manipulative_wording
2655;many of the terms used by the Zionist state constitute Nazi terms, ideas, and notions.	It is as if they are two faces of the same coin;Whataboutism;Distraction
2656;Since Germany and Europe did not want the Jews, the Nazis came up with the idea of sending the Jews to another country;Causal_Oversimplification;Simplification
2657;The Nazis ;Repetition;Manipulative_wording
2658;America’s savior;Flag-Waving,Name_Calling_Labeling;Justification_Attack_on_reputation
2659;fanatic’s fanatic;Exaggeration_Minimisation,Name_Calling_Labeling;Manipulative_wording_Attack_on_reputation
2660;‘little rocket man’;Name_Calling_Labeling;Attack_on_reputation
2661;‘dotard’;Name_Calling_Labeling;Attack_on_reputation
2662;chunky;Name_Calling_Labeling;Attack_on_reputation
2663;Americans;Flag-Waving;Justification
2664;terrible insult;Loaded_Language;Manipulative_wording
2665;love-fest;Loaded_Language;Manipulative_wording
2666;best-ever;Exaggeration_Minimisation;Manipulative_wording
2667;Great White Father;Name_Calling_Labeling;Attack_on_reputation
2668;delinquent;Name_Calling_Labeling;Attack_on_reputation
2669;very expensive;Loaded_Language;Manipulative_wording
2670;to crush;Loaded_Language;Manipulative_wording
2671;bogeyman;Name_Calling_Labeling;Attack_on_reputation
2672;had no stomach for an invasion;Exaggeration_Minimisation;Manipulative_wording
2673;perfectly well;Loaded_Language;Manipulative_wording
2674;much ballyhooed;Loaded_Language;Manipulative_wording
2675;delighted;Name_Calling_Labeling;Attack_on_reputation
2676;was sold to;Loaded_Language;Manipulative_wording
2677;burnish;Loaded_Language;Manipulative_wording
2678;grandly;Loaded_Language;Manipulative_wording
2679;Americans no longer have to fear North Korea;Slogans;Call
2680;Why?;Doubt;Attack_on_reputation
2681;can sleep peacefully at night;Exaggeration_Minimisation;Manipulative_wording
2682;a very real threat;Appeal_to_fear-prejudice;Justification
2683;highly provocative;Loaded_Language;Manipulative_wording
2684;cheerfully;Exaggeration_Minimisation;Manipulative_wording
2685;doom;Loaded_Language;Manipulative_wording
2686;huge humiliation;Loaded_Language;Manipulative_wording
2687;America’s stooges;Name_Calling_Labeling;Attack_on_reputation
2688;schoolyard bullies;Name_Calling_Labeling;Attack_on_reputation
2689;show-biz;Loaded_Language;Manipulative_wording
2690;raged about ;Loaded_Language;Manipulative_wording
2691;the House’s top cop ;Name_Calling_Labeling;Attack_on_reputation
2692;VANISHED ;Loaded_Language;Manipulative_wording
2693;Muslim Spy Ring Investigation;Name_Calling_Labeling;Attack_on_reputation
2694;God knows what else;Loaded_Language;Manipulative_wording
2695;how deeply has America been compromised;Flag-Waving;Justification
2696;VANISHED ;Loaded_Language;Manipulative_wording
2697;Becerra — now California’s Democratic attorney general — failed to ensure that the Awans didn’t have access to House computer systems during the 2016 election, which was wrought with cybersecurity scandals;Doubt;Attack_on_reputation
2698;numerous and egregious violations ;Loaded_Language;Manipulative_wording
2699;He didn’t provide any support for his claim, which is contrary to evidence Kiko and Irving presented to Congress;Doubt;Attack_on_reputation
2700;are playing dumb ;Loaded_Language;Manipulative_wording
2701;Why was the ringleader of the widespread Muslim spy scandal just offered a plea deal?	Who has been exposed to blackmail and God knows what else?	And how deeply has America been compromised;Doubt;Attack_on_reputation
2702;It’s unclear why that request was not granted or why it was a request rather than an order;Doubt;Attack_on_reputation
2703;“Make America Great Again”;Slogans;Call
2704;all because;Exaggeration_Minimisation;Manipulative_wording
2705;I support my President;Slogans;Call
2706;shocked;Loaded_Language;Manipulative_wording
2707;scum bag of the year;Name_Calling_Labeling;Attack_on_reputation
2708;Make America Great Again;Slogans;Call
2709;Make American Great Again;Repetition,Slogans;Manipulative_wording_Call
2710;tch ass motherf**ker.”;Loaded_Language;Manipulative_wording
2711;ump supporter’s ;Repetition;Manipulative_wording
2712;MAGA;Slogans;Call
2713;extremely;Loaded_Language;Manipulative_wording
2714;racial slur;Loaded_Language;Manipulative_wording
2715;scum bag of the year;Exaggeration_Minimisation,Name_Calling_Labeling;Manipulative_wording_Attack_on_reputation
2716;patriotic;Flag-Waving;Justification
2717;Real tough guy;Name_Calling_Labeling;Attack_on_reputation
2718;Disturbing;Loaded_Language;Manipulative_wording
2719;Trump Supporter;Name_Calling_Labeling;Attack_on_reputation
2720;MAGA;Repetition;Manipulative_wording
2721;MAGA;Repetition;Manipulative_wording
2722;The civility of the Left on full display;Exaggeration_Minimisation;Manipulative_wording
2723;GA h;Repetition;Manipulative_wording
2724;support my President a;Slogans;Call
2725;ump supporter’s;Name_Calling_Labeling;Attack_on_reputation
2726;it nigga,”;Name_Calling_Labeling;Attack_on_reputation
2727;r president, ;Flag-Waving;Justification
2728;rrosive a;Loaded_Language;Manipulative_wording
2729;ly r;Loaded_Language;Manipulative_wording
2730;ugly;Loaded_Language;Manipulative_wording
2731; #MAGA;Slogans;Call
2732;Trump Supporter;Name_Calling_Labeling;Attack_on_reputation
2733;Communist;Name_Calling_Labeling;Attack_on_reputation
2734;dangerous;Loaded_Language;Manipulative_wording
2735;violent;Loaded_Language;Manipulative_wording
2736;“man”;Exaggeration_Minimisation;Manipulative_wording
2737;attacked;Loaded_Language;Manipulative_wording
2738;criminal attacker;Name_Calling_Labeling;Attack_on_reputation
2739;one;Exaggeration_Minimisation;Manipulative_wording
2740;Is this the America Maxine Waters wanted?;Flag-Waving;Justification
2741;tercation, ;Loaded_Language;Manipulative_wording
2742;moral, ;Loaded_Language;Manipulative_wording
2743;T a;Loaded_Language;Manipulative_wording
2744;nocent kids w;Name_Calling_Labeling;Attack_on_reputation
2745; are not violent.	;Slogans;Call
2746;FE SPACE FOR EVERYONE!	;Slogans;Call
2747;We got kicked out of a public school for re-enforcing America’s value’s by teaching the US Constitution;Flag-Waving;Justification
2748;counterfeits, self-proclaimed leaders;Name_Calling_Labeling;Attack_on_reputation
2749;who care more about saving face, than they do the souls of men (Luke 19:10), as well as saving their country;Doubt,Flag-Waving;Attack_on_reputation_Justification
2750;paper tigers;Name_Calling_Labeling;Attack_on_reputation
2751;the reason I dropped the “J” word was because you haven’t in 40 years ;Doubt;Attack_on_reputation
2752;They are people pleasers and nothing more;Name_Calling_Labeling;Attack_on_reputation
2753;to put boots on the ground;Loaded_Language;Manipulative_wording
2754;it seems like when you do the wrong thing before God and man, somehow people seem to give it a pass.	Yet, when you begin to do the right things and obey God and love man according to the Word of God, all of a sudden, the world acts like you're doing something wrong;Black-and-White_Fallacy;
2755;the rock n roll world ;Name_Calling_Labeling;Attack_on_reputation
2756;the revisionists and propagandists ;Name_Calling_Labeling;Attack_on_reputation
2757;abortion is murder and that 58 million babies have been murdered since 1973 under the guise of woman’s choice ;Appeal_to_fear-prejudice;Justification
2758;abortion is murder ;Slogans;Call
2759;homosexuality is an abomination;Slogans;Call
2760;the reprobates and hypocrites ;Name_Calling_Labeling;Attack_on_reputation
2761;They are being exposed for who they are and they do not like it;Causal_Oversimplification;Simplification
2762;Of course they did, and of course they still do;Loaded_Language;Manipulative_wording
2763;political leader of the pack;Name_Calling_Labeling;Attack_on_reputation
2764;because they have simply forsaken the cross;Causal_Oversimplification;Simplification
2765;hide behind a microphone ;Loaded_Language;Manipulative_wording
2766;The reason they don't is because they are guilty of what they fail to confront;Causal_Oversimplification;Simplification
2767;They can write all big and bad but when it comes to what someone else should do.	However, when it is time for them to put boots on the ground, they are simply missing in action (MIA;Doubt;Attack_on_reputation
