Id:Start:End,text,Appeal_to_Authority,Appeal_to_fear-prejudice,Bandwagon,Black-and-White_Fallacy,Causal_Oversimplification,Doubt,Exaggeration_Minimisation,Flag-Waving,Loaded_Language,Name_Calling_Labeling,Obfuscation_Intentional_Vagueness_Confusion,Red_Herring,Reductio_ad_hitlerum,Repetition,Slogans,Straw_Men,Thought-terminating_Cliches,Whataboutism
761968851:5797:5816,"ADVANTAGE AMERICANS",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
761968851:149:173,"the Wolff book brouhaha ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761968851:993:1069,"and which I argued meant that an unreported illegal alien surge was underway",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
761968851:1641:1660,"especially striking",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761968851:5243:5255,"roared back ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761968851:5950:5969,"ADVANTAGE AMERICANS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761968851:6237:6257,"ADVANTAGE IMMIGRANTS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761968851:6389:6408,"ADVANTAGE AMERICANS",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
761968851:7163:7171,"woke up ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761968851:755:774,"an outright retreat",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761968851:787:805,"dramatic contrast ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761968851:4199:4205,"rocket",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761968851:5258:5275,"Obama-era levels ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
761969038:5552:5571,"Time is running out",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
761969038:119:142,"increasingly befuddled ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969038:305:322,"mysterious memos ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969038:1755:1783,"the picture is still bleaker",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969038:4048:4054,"A TIE ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969038:4149:4170,"ADVANTAGE NATIVE-BORN",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969038:4271:4293,"ADVANTAGE NATIVE-BORN ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969038:4521:4541,"ADVANTAGE IMMIGRANTS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969038:4391:4413,"ADVANTAGE NATIVE-BORN ",0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
761969038:5614:5663,"Can the same be said for the Obama Administration",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
761969038:1971:2046,"Simply put, the 21st century has not been good for non-Hispanic job seekers",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
761969692:601:726,"Only legislation, above all an immigration moratorium, can secure the fruits of the current economic expansion for Americans.",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761969692:1894:1907,"America First",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
761969692:2291:2489,"The only answer is legislation— border wall to stop the illegal alien flow; a second Operation Wetback, including E-Verify, to get the illegal alien self-deporting; a moratorium on legal immigration",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761969692:6522:6541,"ADVANTAGE AMERICANS",0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0
761969692:393:405,"big winners ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
761969692:482:492,"big losers",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
761969692:2057:2090,"too steeped in economic euphoria ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969692:2993:3014,"with the evaporation ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969692:3017:3033,"the Trump Effect",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
761969692:4010:4090,"the term “native born” will refer to a minuscule fraction of the U.S. population",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
761969692:5796:5816,"ADVANTAGE IMMIGRANTS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969692:5915:5935,"ADVANTAGE IMMIGRANTS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969692:6064:6084,"ADVANTAGE IMMIGRANTS",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969692:6636:6662,"had rebounded dramatically",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969692:1557:1574,"a welcome respite",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
761969692:2005:2044,"the conservative non-Main Stream Media ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
761969692:2276:2289,"jawboned away",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
761969692:2858:2886,"comes on the heels of gains ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762147609:531:546,"American people",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762147609:8629:8648,"the American people",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762147609:648:660,"rogue nation",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762147609:3287:3292,"shock",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762147609:4034:4046,"dramatically",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762147609:2113:2122,"Mr. Trump",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762147609:3108:3117,"Mr. Trump",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762147609:3930:3939,"Mr. Trump",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762147609:1298:1314,"windfall of cash",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762147609:2160:2290,"Companies doing business in Iran face substantial risks, and those risks are even greater as we reimpose nuclear-related sanctions",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762147609:3800:3836,"activities could be quickly expanded",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762152527:1412:1423,"wishy-washy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762152527:2017:2026,"startling",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762152527:1121:1166,"betraying the interest of the American people",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762152527:863:897,"How could Ryan possibly know this?",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
762152527:1502:1535,"lacking push, zeal and enthusiasm",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762152527:1802:1827,"the rotten inner workings",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762152527:1870:1913,"They want to preserve the FBI’s reputation.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
762152527:1914:1954,"They don’t care to see Trump vindicated.",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
762152527:898:975,"Isn’t he prejudging the case without even finding out what actually happened?",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
762160164:522:532,"dirty deal",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762160164:595:618,"how many more are there",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
762160164:2414:2435,"most important market",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762160164:2470:2493,"most important currency",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762160164:2572:2581,"disgraced",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762160164:3115:3122,"Scandal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762160164:3164:3171,"scandal",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762160164:3185:3196,"Not a one.	",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762160164:1540:1543,"bad",0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0
762160164:2520:2529,"worthless",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762200179:6609:6625,"It did not allow",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762200179:6715:6731,"It did not allow",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762200179:6804:6820,"It did not allow",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762200179:6884:6900,"it did not allow",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762200179:663:678,"American people",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762200179:1300:1306,"widely",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762200179:6376:6386,"absolutely",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762200179:6417:6424,"totally",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762200179:3915:3920,"Yikes",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762200179:6074:6077,"our",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762200179:6195:6198,"our",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762206044:2378:2397,"fucking Islamophobe",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762206044:2791:2809,"Influential expat ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762206044:4136:4157,"to dance to his tunes",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:7183:7194,"a bad actor",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762206044:9251:9263,"made a stink",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:8127:8144,"devastating hack ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:35:48,"Muslim IT Spy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762206044:62:106,"One of the biggest stories of 2017 and 2018 ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762206044:246:288,"the biggest crime of spying in US history ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762206044:291:305,"Muslim IT spy ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762206044:1864:1879,"became “frantic",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:1947:1972,"to kill the investigation",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:2107:2121,"a Jewish name ",0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
762206044:3175:3198,"ominously’ indifferent ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:4046:4084,"easy access to the corridors of power ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:4330:4352,"with dire consequences",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:5051:5127,"his IT position in Congress gave him the power to “change the U.S. president",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762206044:6682:6693,"so rattled ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:7412:7427,"a rule-breaker ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762206044:7945:8168,"Wasserman Schultz was defending someone investigators allegedly told her was suspected of cybersecurity violations, despite having resigned from her position as DNC head following a devastating hack during the 2016 election",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
762206044:9136:9185,"profane, with every official she could buttonhole",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:10685:10700,"quickly souring",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762206044:2378:2386,"fucking ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762340819:8:15,"Treason",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762340819:17:27,"Even Worse",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762340819:1604:1613,"the worst",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762340819:1861:1893,"black-hearted Presbyterian bigot",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762340819:2258:2287,"crook and an economic Leftist",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762340819:1184:1191,"treason",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762340819:1454:1461,"treason",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762340819:2515:2522,"treason",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762340819:3164:3171,"treason",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762340819:3532:3539,"treason",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762340819:3625:3632,"treason",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762340819:3657:3664,"treason",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762340819:1536:1567,"for years, and probably decades",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762340819:2377:2389,"Nothing good",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762340819:3284:3302,"“Death to America”",0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
762340819:3892:3901,"massacres",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762340819:3934:3944,"tremendous",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762340819:336:346,"even worse",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762340819:1763:1782,"Blind to corruption",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762340819:3568:3579,"incompetent",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762340819:3581:3588,"corrupt",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762340819:3590:3599,"dishonest",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762340819:3875:3901,"committing jihad massacres",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762340819:3902:3914,"of Americans",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762340819:4639:4650,"catastrophe",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:371:383,"brainwashing",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:965:981,"rampant violence",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:1284:1296,"brainwashing",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762546428:3326:3341,"absolute horror",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:76:84,"Violence",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:110:122,"skyrocketing",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:274:280,"so bad",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:692:700,"exploded",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:1158:1166,"violence",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:1172:1180,"bullying",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:1391:1398,"forcing",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:2153:2161,"violence",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762546428:2420:2427,"concern",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762546428:1727:1734,"concern",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762546428:309:318,"concerned",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762546428:248:262,"indoctrination",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762546428:1301:1315,"indoctrination",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762546428:2580:2594,"Indoctrination",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
762546428:2652:2714,"It’s the very reason the governments of the world still exist.",0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
762546428:2890:2943,"Governments are nothing more than a handful of people",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
762546428:3091:3099,"enslaved",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:3238:3251,"authoritarian",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:3273:3284,"wreak havoc",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
762546428:3288:3299,"our society",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
762546428:185:211,"leftist social engineering",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
762956953:630:669,"the worst president in American history",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:970:982,"bogus smear ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:1284:1363,"the storms of raw truth that have blown through the capitals of rapacious power",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:2205:2239,"prolific journalist and publisher ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:3031:3086,"sucking up to the United States in the time-honored way",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:4166:4190,"ending up in a hell hole",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:4192:4309,"But it is also about freedom of speech, about our right to know, which is enshrined in the United States Constitution",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
763260610:4724:4743,"Russia-gate freaks ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:6409:6450,"a vindictive delight in tormenting Julian",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:9302:9329,"beating the hell out of him",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:9405:9460,"These four overweight, obviously ill-trained young men ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:9460:9472,"manhandling ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:10436:10444,"immunity",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
763260610:14328:14403,"but what about Judith Miller and The New York Times lying the West into war",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763260610:2812:2868,"he regarded what they are doing to Julian now as torture",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:3956:3996,"The injustice done to this man is legion",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:4819:4851,"in jail forever or even executed",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:8129:8166,"in bed with the Russians is ludicrous",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:8247:8266,"extremely critical ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:9160:9177,"he is a renegade ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:10585:10617,"wickedly experimental munitions ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:0:17,"The Eerie Silence",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:254:290,"the leader of the Russia-gate frenzy",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:705:720,"the Left Forum ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:1053:1105,"one who has exposed a system that threatens humanity",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:1365:1376,"The fakery ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:1411:1425,"corrupt media ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:1470:1484,"truth-tellers ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:1516:1530,"the raw truth ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:1593:1619,"have not destroyed the man",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:1621:1675,"Only the silence of good people will allow them to win",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763260610:2132:2150,"a profound tragedy",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:2311:2359,"totally left out in the cold to fend for himself",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:2430:2444,"eerie silence ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:3559:3590,"a great miscarriage of justice ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:3782:3801,"are virtually empty",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:3911:3931,"absolutely clear-cut",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:4015:4038,"the bogus Swedish case ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:4369:4390,"a constitutional hero",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:3134:3156,"a ‘Constitutional Hero",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:4500:4518,"It’s so ridiculous",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:4639:4665,"His journalistic brethren ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:5066:5120,"I have never known anything quite like it in my career",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:5391:5423,"witch-hunting around Russia-gate",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:5495:5555,"Their investigations turned up not a shred of real evidence ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:5881:5893,"was hounded ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:6160:6182,"taken such a battering",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:6230:6271,"the utter hypocrisy of news organizations",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:6660:6740,"I find this one of the most unsavory and immoral things I have seen in my career",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:6845:6907,"One of Assange’s great tormentors, The Guardian‘s Luke Harding",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:7459:7495,"it was a hack through Julian Assange",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:7661:7681,"the Clinton machine ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:7606:7640,"the dozen or so pissed-off people ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:7890:7931,"he was rolled by the Clinton organization",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:8032:8049,"farcical element ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:8777:8791,"he yelled out ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:8957:8999,"one of their brethren was being brutalized",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:8957:8979,"one of their brethren ",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
763260610:9186:9204,"It was hysterical ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:9362:9379,"being hauled off ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:9689:9714,"both shocking and surreal",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:9818:9847,"the shocking and the surreal ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:9916:9946,"dark and menacing developments",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:9967:10009,"the word “journalism” is becoming blighted",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:10201:10274,"Never has there been a collusion like the one between the U.S. and Israel",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:10457:10470,"gunning down ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:10568:10630,"some of the most wickedly experimental munitions in the world ",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:11055:11168,"All the talk of Iran and nuclear weapons is without any reference to the biggest nuclear power in the Middle East",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763260610:11280:11303,"cowardice in journalism",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:12230:12261,"an extraordinary public service",0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
763260610:12529:12548,"they dressed it up ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:13164:13181,"They had a right ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
763260610:13644:13676,"and put flesh on the expression ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:13771:13837,"The enemy to great power is not the likes of the Taliban, it is us",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
763260610:14075:14096,"shocking information ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:14289:14315,"hang him from the rafters ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:14424:14442,"horrific examples ",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763260610:3811:3868,"they should be full of people saying that we are with you",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763260610:10177:10187,"collusion ",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
763440871:843:866,"deadly school massacres",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763440871:45:60,"School Violence",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763440871:478:493,"school shooting",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
763440871:934:942,"shooting",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
763440871:980:988,"exploded",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763440871:1536:1545,"shootings",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
763440871:1705:1713,"violence",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
763440871:1719:1727,"bullying",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
